		188146
1000917	180417	47
1000917	180460	1
1000917	191512	49
1000917	226049	2
1000917	245710	1
1000918	159989	2
1000919	176238	121
1000919	195652	338
1000919	249437	42
1000920	202287	15
1000920	202872	15
1000921	158111	16
1000921	242961	97
1000922	186700	326
1000923	177832	19
1000923	201874	3
1000923	212599	333
1000925	172991	24
1000926	230120	226
1000928	180283	56
1000928	181322	38
1000928	236480	138
1000929	167167	52
1000930	197100	184
1000930	240153	43
1000931	158952	9
1000931	208322	4
1000932	160944	25
1000932	231176	73
1000933	154465	245
1000933	185688	124
1000933	194489	63
1000934	159841	1
1000934	203806	6
1000935	210552	1
1000935	244143	11
1000936	153233	23
1000936	171276	11
1000936	196566	21
1000936	234350	51
1000936	248509	7
1000937	165395	3
1000937	191378	42
1000937	247148	90
1000938	180153	71
1000938	191378	1
1000938	245411	10
1000939	181485	29
1000939	211823	4
1000940	186292	7
1000940	201183	187
1000940	238255	86
1000941	240821	34
1000941	250072	170
1000942	162999	38
1000943	233307	57
1000943	242653	40
1000944	169586	11
1000946	175917	6
1000946	202734	28
1000946	244866	20
1000946	248059	64
1000947	186381	30
1000947	196966	33
1000949	180024	65
1000950	181647	26
1000950	188650	262
1000950	217311	12
1000950	218499	21
1000950	249030	12
1000951	193839	69
1000952	152178	4
1000952	167091	11
1000952	243251	97
1000954	167871	19
1000954	240520	117
1000955	199379	98
1000955	243915	43
1000955	245839	81
1000958	165250	6
1000958	191245	42
1000958	191928	15
1000958	241731	6
1000960	167033	2
1000960	172565	66
1000960	179894	215
1000960	225680	52
1000962	166139	14
1000962	181810	39
1000962	194122	30
1000962	213110	73
1000962	235372	97
1000963	212157	16
1000964	196832	49
1000965	201752	2
1000965	214477	24
1000965	225657	32
1000965	240134	87
1000966	179854	1
1000966	208327	1
1000966	228729	99
1000966	240218	52
1000967	232205	1
1000968	236458	20
1000968	245538	17
1000969	177274	42
1000970	239324	462
1000971	154077	91
1000971	179765	167
1000971	233885	81
1000972	149979	9
1000972	232351	5
1000973	181972	4
1000973	194113	48
1000974	245110	1
1000977	151999	31
1000977	157724	49
1000977	204502	12
1000977	238383	134
1000978	191112	96
1000978	235525	1
1000979	194764	12
1000980	231749	462
1000981	179636	165
1000981	191658	8
1000981	196703	29
1000982	248174	58
1000983	212677	2
1000983	215622	38
1000984	161499	4
1000985	182135	26
1000986	160477	18
1000986	167096	2
1000986	173839	31
1000986	227216	19
1000987	163550	16
1000987	215924	11
1000987	245782	2
1000989	245670	481
1000990	169018	75
1000991	188384	168
1000991	193028	40
1000991	203348	130
1000991	216220	48
1000991	232341	172
1000992	179506	37
1000993	216517	12
1000994	214799	14
1000994	215073	93
1000995	172139	14
1000995	230244	142
1000995	231291	128
1000995	237483	816
1000996	162535	10
1000996	178614	85
1000996	182297	2
1000996	215314	13
1000997	159405	37
1000997	196574	37
1000998	190978	20
1000998	242772	40
1000999	234464	107
1001000	184092	69
1001000	240199	33
1001000	247411	129
1001001	198765	454
1001002	154869	22
1001002	240937	100
1001003	164943	51
1001003	170449	26
1001004	178925	91
1001004	179354	104
1001004	244964	50
1001004	248746	6
1001005	233420	203
1001005	249210	63
1001008	182459	55
1001008	206547	2
1001008	236583	77
1001011	179064	145
1001011	236582	2
1001013	155664	34
1001014	168733	43
1001014	244397	105
1001015	196057	1
1001015	210172	3
1001015	243395	9
1001016	160006	3
1001016	200118	41
1001016	213415	26
1001017	164610	36
1001017	179202	24
1001018	182610	12
1001018	232486	6
1001019	156467	431
1001019	190844	97
1001019	232967	72
1001020	150894	7
1001020	178304	117
1001020	196400	227
1001021	238518	181
1001022	190030	1
1001023	156428	269
1001024	185072	1
1001024	214093	12
1001024	248328	73
1001025	194778	41
1001026	166595	47
1001026	184418	45
1001026	211862	9
1001027	176569	37
1001027	187296	86
1001027	216888	65
1001027	228839	261
1001028	229572	1072
1001028	240332	88
1001029	182760	41
1001029	193450	3
1001029	212748	15
1001029	230826	123
1001029	237165	1
1001030	165662	43
1001030	171713	45
1001030	195332	2
1001031	188116	195
1001031	218071	5
1001032	159858	3
1001033	212029	4
1001034	157336	12
1001034	199057	75
1001034	212527	99
1001035	240180	39
1001036	164109	40
1001036	228080	155
1001036	244063	3
1001036	245930	85
1001038	152528	16
1001039	178073	25
1001039	182896	21
1001039	190712	17
1001039	250776	2
1001041	227317	519
1001043	196226	51
1001045	235648	20
1001046	244082	91
1001047	246068	116
1001048	153668	103
1001048	164637	10
1001048	197387	46
1001048	201505	6
1001048	202889	12
1001048	210393	6
1001049	158130	12
1001049	168308	44
1001050	152182	3
1001050	206663	3
1001051	162068	46
1001052	211597	10
1001053	183109	83
1001053	236710	77
1001055	173001	37
1001056	183145	1
1001056	212310	32
1001056	247633	230
1001057	207506	34
1001058	177843	21
1001058	246206	73
1001059	158970	5
1001059	190579	40
1001059	231406	70
1001060	196146	250
1001060	230359	216
1001060	249391	16
1001062	245345	3
1001063	186966	325
1001063	203823	13
1001063	217258	3
1001063	241054	34
1001063	245061	22
1001064	200638	318
1001064	243191	9
1001065	234582	132
1001066	171287	9
1001067	155290	119
1001067	248482	75
1001068	183317	31
1001068	233533	43
1001068	246349	316
1001070	213719	30
1001070	238491	139
1001071	152030	15
1001071	187849	125
1001071	248500	1
1001072	151976	18
1001072	202818	28
1001073	169597	20
1001074	196584	9
1001076	196065	66
1001078	183451	37
1001078	243677	88
1001079	190446	19
1001079	195776	363
1001079	240747	70
1001079	246492	65
1001080	175928	6
1001081	177564	80
1001081	210614	32
1001082	194037	179
1001082	208263	7
1001083	193860	82
1001084	167882	32
1001085	202791	22
1001085	209117	4
1001086	163633	6
1001086	248994	51
1001087	165269	17
1001087	174206	2
1001087	242869	32
1001088	228949	43
1001089	183604	124
1001090	153255	20
1001091	161590	2
1001091	166158	14
1001091	240445	58
1001092	201378	8
1001093	236689	209
1001095	248597	7
1001096	162619	27
1001096	194713	19
1001096	200371	240
1001096	239553	271
1001097	234112	81
1001099	150016	4
1001099	170873	40
1001099	183758	113
1001099	202072	10
1001099	232442	87
1001100	190312	56
1001100	215871	9
1001100	246623	78
1001101	174027	35
1001102	196020	12
1001103	153010	12
1001103	241179	63
1001103	244657	28
1001104	177285	29
1001104	196849	18
1001104	211900	16
1001104	217638	50
1001105	227431	69
1001106	165138	3
1001108	186288	74
1001108	231977	464
1001109	216463	30
1001110	244195	219
1001111	183920	116
1001111	194804	26
1001112	167544	71
1001112	187583	147
1001112	197123	51
1001112	231076	1
1001112	238628	226
1001113	154097	2
1001113	246024	58
1001115	202895	1
1001116	164694	60
1001116	173850	8
1001118	165967	12
1001119	158559	28
1001120	190178	99
1001120	226492	334
1001121	246167	45
1001121	246754	66
1001122	184083	45
1001122	215258	71
1001122	230472	104
1001122	231521	713
1001123	213340	28
1001124	237707	628
1001124	245170	68
1001125	154887	11
1001125	172149	13
1001125	247890	115
1001125	249599	113
1001126	214706	12
1001127	214021	13
1001128	232587	386
1001129	206704	4
1001130	159875	7
1001130	161113	32
1001130	206695	1
1001130	250720	2
1001131	210910	1
1001131	233647	142
1001131	234700	207
1001133	170460	6
1001133	176931	94
1001134	202679	6
1001135	201251	13
1001135	248705	85
1001136	184247	92
1001136	244718	35
1001136	250944	21
1001137	236815	159
1001138	152281	5
1001139	167205	14
1001139	192775	1042
1001139	211917	2
1001140	153017	11
1001140	163168	51
1001140	190045	75
1001140	194336	84
1001140	212685	29
1001140	243327	7
1001141	155683	148
1001142	193051	189
1001142	241305	29
1001143	152007	2
1001143	168744	28
1001144	210151	3
1001144	246888	64
1001145	218018	27
1001146	233195	90
1001149	202639	1
1001149	204179	13
1001150	163338	3
1001150	173430	53
1001150	184411	57
1001150	231355	42
1001151	149625	14
1001151	165735	20
1001151	245581	8
1001152	196594	11
1001152	226795	81
1001153	232732	3
1001154	178314	18
1001154	231053	120
1001154	240559	478
1001155	200164	28
1001155	212471	30
1001156	238701	1
1001157	238763	266
1001159	240259	124
1001160	184534	345
1001161	189911	81
1001162	157354	59
1001162	176578	66
1001162	228310	316
1001164	218354	45
1001165	166875	158
1001166	206626	1
1001168	170033	62
1001168	229824	475
1001168	243133	14
1001168	247023	54
1001171	159828	6
1001171	195920	4
1001171	227550	378
1001173	184695	17
1001174	244309	87
1001175	211934	2
1001176	184732	28
1001176	212461	35
1001176	217204	8
1001178	158149	14
1001178	248832	56
1001179	239205	1
1001179	242972	127
1001180	192508	460
1001181	154501	65
1001181	189778	151
1001182	201826	10
1001182	212970	38
1001183	191962	84
1001183	202902	2
1001184	160647	9
1001184	173012	18
1001184	246434	28
1001185	214323	9
1001185	231635	135
1001186	165489	22
1001186	184867	256
1001186	240392	6
1001186	245279	34
1001187	241442	144
1001188	158989	16
1001188	163721	17
1001188	248123	97
1001189	176258	31
1001189	230589	117
1001190	246176	3
1001190	249812	16
1001192	177854	25
1001192	193960	36
1001192	202516	30
1001192	203839	6
1001192	247161	52
1001192	249341	96
1001194	162702	10
1001194	233761	40
1001195	171298	11
1001196	185003	19
1001197	161681	5
1001198	150899	9
1001198	152369	20
1001198	196730	2
1001200	185057	100
1001200	197406	14
1001200	200029	16
1001200	207010	9
1001201	189644	58
1001202	169607	11
1001202	194636	53
1001202	247007	7
1001203	240978	51
1001205	191692	402
1001206	243448	33
1001207	185220	315
1001207	238736	149
1001208	199240	19
1001213	167893	10
1001213	229173	741
1001214	150458	37
1001214	185382	109
1001215	165287	16
1001215	175939	21
1001215	193881	83
1001215	195864	1
1001215	199366	9
1001215	216115	26
1001216	247300	49
1001217	152445	4
1001217	240673	66
1001218	151982	4
1001218	236918	71
1001219	166176	43
1001219	172586	55
1001219	215814	8
1001220	192241	157
1001220	216411	99
1001220	239781	522
1001221	199117	18
1001221	250665	7
1001222	189511	373
1001222	199497	8
1001222	248959	39
1001223	234339	147
1001224	185525	142
1001227	153771	1
1001228	199628	23
1001229	167212	35
1001229	213266	35
1001230	245822	108
1001231	150006	6
1001231	196273	53
1001231	213948	11
1001231	241579	69
1001231	251113	6
1001232	153276	11
1001233	164794	7
1001234	157760	40
1001234	202393	5
1001234	232206	111
1001234	242654	3
1001235	185667	96
1001236	214630	7
1001236	232687	40
1001237	154115	19
1001237	199761	8
1001238	160180	88
1001238	177296	25
1001238	193926	14
1001238	227669	59
1001239	226076	2
1001241	202944	10
1001241	228860	194
1001242	151894	20
1001242	164284	30
1001242	189377	156
1001242	212416	3
1001242	244432	201
1001242	250029	18
1001243	232843	1
1001244	196867	21
1001244	197939	84
1001245	159741	3
1001245	185808	167
1001245	199894	33
1001245	241571	27
1001245	245387	21
1001246	197276	8
1001246	203412	82
1001246	246297	25
1001247	247437	136
1001248	238873	90
1001249	162237	31
1001249	165062	49
1001249	230702	88
1001249	231749	117
1001250	169081	37
1001250	173860	10
1001250	237934	601
1001251	152025	2
1001252	212622	15
1001253	184403	22
1001254	154907	13
1001254	172160	28
1001255	185950	66
1001257	208323	4
1001257	233875	32
1001258	208303	5
1001258	217964	9
1001260	214898	24
1001260	215172	19
1001261	216778	341
1001261	218655	11
1001262	189244	103
1001262	211748	6
1001262	237041	123
1001263	170470	15
1001263	186081	30
1001263	227051	1
1001264	159394	20
1001264	232832	114
1001264	244950	75
1001265	198989	13
1001265	246674	90
1001266	152013	51
1001266	201579	28
1001267	163110	1
1001267	165422	2
1001267	209783	10
1001267	247128	45
1001269	197007	13
1001270	155702	35
1001270	180581	271
1001270	194853	25
1001271	243075	111
1001271	243568	9
1001272	180870	165
1001272	210130	16
1001272	233421	76
1001273	168755	13
1001273	249126	105
1001274	165789	45
1001274	195793	49
1001274	247274	2
1001275	202270	33
1001276	197679	60
1001276	231370	2
1001278	185055	390
1001278	186212	35
1001278	207048	7
1001279	247574	70
1001280	240787	155
1001280	248429	90
1001282	186267	58
1001282	189110	74
1001282	235517	297
1001282	240339	34
1001283	164836	10
1001283	191431	214
1001283	195882	5
1001284	160732	5
1001284	193892	45
1001284	213570	57
1001284	232821	23
1001285	232968	5
1001288	178325	11
1001288	206789	1
1001288	238999	42
1001288	246375	41
1001289	171734	41
1001291	157372	19
1001291	163808	5
1001291	186474	35
1001292	180315	142
1001292	218672	1
1001293	197146	6
1001294	162786	15
1001294	217148	9
1001294	228548	783
1001295	186543	1
1001295	187337	19
1001297	152804	12
1001297	153705	82
1001297	176587	89
1001297	250250	31
1001300	181133	267
1001300	202986	5
1001301	166706	35
1001301	227784	337
1001302	243896	186
1001303	188977	73
1001304	161771	9
1001304	237165	124
1001304	245495	61
1001305	196021	26
1001305	230071	265
1001306	186673	54
1001306	241217	152
1001307	158167	25
1001307	194559	26
1001308	168329	58
1001308	178095	32
1001309	198862	10
1001309	200739	15
1001309	247705	92
1001309	250813	28
1001310	250301	13
1001311	166450	57
1001311	185373	360
1001311	244556	75
1001312	231864	196
1001313	180054	113
1001313	200218	1
1001314	155397	3
1001315	186834	1
1001315	212000	4
1001315	230818	83
1001316	186810	68
1001317	159007	4
1001317	202146	8
1001317	208693	11
1001318	157796	2
1001318	167219	10
1001319	173024	26
1001320	233989	48
1001320	249772	16
1001321	203855	47
1001322	187189	1
1001322	188843	423
1001322	235045	635
1001323	181457	77
1001323	235814	39
1001323	243543	1
1001324	152596	8
1001324	171308	20
1001324	218689	13
1001324	249292	196
1001326	186947	114
1001327	177865	14
1001328	150902	3
1001328	251059	21
1001329	187143	187
1001329	198868	7
1001329	217529	40
1001331	169617	6
1001331	216359	14
1001332	164878	15
1001332	247249	46
1001334	179795	190
1001336	213191	8
1001337	238972	77
1001338	163336	25
1001338	193854	43
1001338	213874	46
1001338	215758	4
1001338	229397	138
1001339	236103	300
1001339	247836	55
1001340	194874	27
1001342	161293	17
1001343	167903	12
1001343	188710	64
1001343	240901	60
1001344	165306	35
1001346	214553	5
1001347	166195	24
1001347	181783	179
1001347	237142	204
1001349	198874	11
1001349	246484	141
1001350	175950	32
1001350	177586	54
1001350	201326	231
1001352	156950	434
1001352	208196	1
1001353	206930	9
1001354	194181	88
1001354	212358	1
1001354	234576	217
1001356	152201	2
1001356	153294	7
1001356	174221	4
1001356	179536	329
1001358	170895	46
1001358	202023	17
1001358	210731	10
1001358	215574	118
1001359	167223	10
1001360	150023	9
1001361	226302	6
1001361	246032	124
1001363	188577	53
1001364	227898	115
1001365	245605	41
1001366	154134	57
1001366	200587	351
1001366	212556	66
1001366	232924	29
1001366	247954	150
1001368	208164	9
1001368	226355	9
1001368	236689	2
1001368	247530	6
1001369	166040	5
1001369	182107	256
1001369	244662	82
1001370	174046	19
1001370	217909	40
1001370	246916	173
1001371	155010	15
1001371	167564	31
1001371	232451	927
1001372	152044	23
1001372	231232	51
1001372	240584	287
1001373	177307	20
1001373	243512	54
1001374	202716	20
1001374	238163	745
1001374	239100	95
1001375	195485	226
1001375	230930	86
1001375	231978	499
1001375	239099	1
1001376	158597	20
1001376	209083	6
1001380	179233	149
1001382	204549	6
1001382	239987	425
1001383	154926	13
1001383	160816	18
1001383	166605	52
1001383	179535	1
1001383	191174	306
1001383	208266	1
1001383	234102	101
1001384	188443	27
1001385	173871	15
1001386	151993	83
1001386	178957	81
1001387	237266	111
1001388	245170	210
1001388	249514	91
1001389	172171	10
1001389	233059	71
1001390	153063	19
1001390	212319	1
1001390	250644	78
1001391	190904	1
1001391	214178	70
1001391	218247	27
1001392	170481	18
1001392	182432	151
1001392	235164	1
1001393	162871	9
1001393	193816	41
1001394	163896	13
1001394	215090	6
1001394	215729	2
1001394	247367	27
1001397	198745	7
1001398	165842	14
1001398	248640	103
1001399	233648	164
1001400	155720	42
1001400	201900	4
1001401	209249	1
1001401	212832	9
1001402	168766	17
1001402	176952	68
1001402	236367	235
1001402	243250	14
1001402	248100	24
1001403	161855	9
1001404	188310	14
1001404	240417	204
1001406	241015	58
1001407	231512	165
1001408	193693	72
1001408	229525	117
1001409	159548	26
1001409	246594	50
1001410	248127	99
1001411	218584	3
1001412	194481	28
1001413	182730	184
1001413	195664	499
1001413	217093	22
1001414	199120	26
1001414	250991	11
1001416	156506	34
1001416	203069	14
1001416	204210	22
1001416	239227	133
1001417	199356	52
1001418	178337	986
1001419	157391	49
1001419	173453	37
1001420	187356	59
1001420	196321	3
1001421	241475	76
1001424	152833	7
1001424	188176	56
1001424	190906	257
1001424	210106	5
1001425	244170	509
1001425	245714	52
1001426	170054	68
1001426	206826	17
1001426	209415	4
1001427	228013	40
1001428	206813	23
1001428	250222	3
1001429	166810	74
1001430	237389	166
1001431	199618	95
1001432	176596	78
1001434	230301	307
1001436	158186	9
1001436	193494	183
1001438	165561	56
1001438	167067	10
1001438	183081	316
1001438	194908	814
1001438	212407	2
1001439	212400	2
1001439	231045	62
1001439	232092	299
1001440	164452	35
1001441	206801	3
1001441	232410	1
1001442	201776	12
1001443	213117	19
1001444	188043	137
1001444	198616	11
1001444	213799	17
1001446	234215	81
1001447	162405	28
1001447	244804	7
1001448	164980	32
1001449	193773	14
1001449	214480	5
1001449	215700	35
1001449	216302	5
1001450	159027	3
