,year,month,weeknum,weekday,freq_complian,freq_motor
2618,2010,9,39,1,1438,
2619,2006,5,21,5,1538,
2620,2009,7,28,1,1425,
2621,2012,6,26,5,1505,
2622,2007,8,33,5,1494,
2623,2010,8,34,7,1344,
2624,2013,8,32,2,1457,542
2625,2009,1,2,5,1494,
2626,2008,10,41,4,1579,
2627,2009,9,37,6,1358,
2628,2010,7,27,3,1518,
2629,2007,8,35,1,1672,
2630,2008,10,41,2,1567,
2631,2013,5,19,4,1417,602
2632,2010,4,15,2,1522,
2633,2013,9,36,5,1389,524
2634,2008,10,43,2,1615,
2635,2013,5,20,1,1377,576
2636,2009,1,3,6,1248,
2637,2015,12,51,7,1090,500
2638,2007,6,24,6,1320,
2639,2010,9,37,7,1329,
2640,2008,3,11,5,1526,
2641,2008,2,8,1,1193,
2642,2009,1,1,6,1281,
2643,2007,7,29,4,1520,
2644,2014,9,39,1,1465,661
2645,2008,2,6,3,1642,
2646,2006,7,29,5,1469,
2647,2014,7,31,1,1418,595
2648,2008,5,18,4,1538,
2649,2006,12,52,7,951,
2650,2010,10,42,7,1278,
2651,2014,4,17,4,1415,586
2652,2011,11,45,6,1305,
2653,2009,2,7,3,1595,
2654,2011,5,18,1,1362,
2655,2008,11,48,6,1274,
2656,2011,5,20,5,1559,
2657,2007,6,26,6,1382,
2658,2011,7,27,6,1320,
2659,2013,9,38,1,1393,570
2660,2012,7,27,7,1245,464
2661,2007,11,47,6,1256,
2662,2014,9,37,3,1510,618
2663,2009,8,33,3,1616,
2664,2014,1,1,5,836,423
2665,2011,4,16,6,1246,
2666,2007,2,9,1,1347,
2667,2013,8,34,4,1417,577
2668,2014,11,47,1,1151,666
2669,2013,4,16,2,1422,564
2670,2011,7,26,5,1458,
2671,2010,8,34,1,1253,
2672,2010,11,48,2,1435,
2673,2007,10,41,3,1750,
2674,2014,1,2,6,1251,465
2675,2011,4,15,3,1433,
2676,2007,1,5,2,1412,
2677,2010,8,32,7,1302,
2678,2010,9,36,2,1529,
2679,2007,3,13,4,1532,
2680,2012,7,27,1,1437,564
2681,2015,5,22,3,1498,697
2682,2006,11,45,7,1251,
2683,2013,3,10,7,1091,415
2684,2008,4,17,4,1498,
2685,2014,1,3,3,1490,583
2686,2013,6,23,7,1305,533
2687,2015,1,2,7,1007,341
2688,2010,4,16,3,1659,
2689,2006,2,6,1,1528,
2690,2011,8,32,4,1621,
2691,2011,11,47,6,1277,
2692,2010,8,33,2,1524,
2693,2014,4,15,4,1383,645
2694,2007,10,42,6,1521,
2695,2007,4,14,6,1280,
2696,2014,3,12,6,1423,493
2697,2015,3,13,4,1286,525
2698,2007,3,12,3,1522,
2699,2007,11,45,6,1304,
2700,2011,7,28,1,1422,
2701,2012,3,13,3,1529,
2702,2010,3,11,7,1232,
2703,2009,9,36,3,1535,
2704,2006,2,7,6,1235,
2705,2006,2,8,3,1500,
2706,2015,12,51,1,1320,637
2707,2014,5,19,5,1478,584
2708,2009,9,39,6,1373,
2709,2011,3,12,3,1311,
2710,2014,10,41,4,1498,499
2711,2014,3,11,5,1378,585
2712,2011,7,29,6,1340,
2713,2013,5,18,7,1191,515
2714,2010,6,22,5,1624,
2715,2006,3,9,5,1427,
2716,2014,1,5,5,1367,560
2717,2007,4,15,5,1500,
2718,2011,11,46,5,1455,
2719,2013,4,17,1,1344,565
2720,2010,6,24,3,1568,
2721,2013,12,49,3,1431,520
2722,2011,4,17,1,1281,
2723,2007,12,52,2,817,
2724,2010,11,45,7,1170,
2725,2015,3,12,5,1154,570
2726,2010,11,45,1,1314,
2727,2008,10,42,1,1320,
2728,2006,3,11,3,1660,
2729,2010,3,12,2,1454,
2730,2010,12,52,5,1017,
2731,2006,8,34,3,1617,
2732,2007,8,34,2,1377,
2733,2008,1,3,3,1593,
2734,2009,2,6,6,1279,
2735,2012,4,17,6,1309,
2736,2007,6,25,5,1476,
2737,2014,9,36,6,1406,553
2738,2008,12,51,6,1166,
2739,2010,2,8,7,972,
2740,2011,3,10,5,1366,
2741,2010,11,46,4,1643,
2742,2012,4,16,5,1565,
2743,2013,9,36,3,1467,604
2744,2009,7,30,7,1224,
2745,2011,9,35,4,1493,
2746,2008,5,21,1,1463,
2747,2013,9,39,2,1519,615
2748,2011,5,19,6,1308,
2749,2015,10,43,7,1178,522
2750,2008,10,40,5,1615,
2751,2013,10,41,7,1252,501
2752,2014,10,41,2,1510,620
2753,2012,2,8,5,1261,
2754,2014,7,28,2,1479,593
2755,2006,4,16,5,1488,
2756,2008,5,19,7,1140,
2757,2010,8,32,1,1462,
2758,2012,6,26,3,1680,
2759,2010,4,14,7,1256,
2760,2012,10,44,3,1027,549
2761,2010,8,35,2,1486,
2762,2011,7,30,3,1611,
2763,2014,11,45,5,1409,641
2764,2014,1,4,6,1205,475
2765,2010,4,17,4,1550,
2766,2007,11,48,1,1451,
2767,2008,7,28,6,1337,
2768,2007,3,9,4,1549,
2769,2014,6,25,4,1581,674
2770,2013,4,16,4,1457,553
2771,2007,2,7,5,1327,
2772,2010,3,13,1,1194,
2773,2009,7,29,2,1566,
2774,2008,6,24,3,1682,
2775,2015,5,21,2,1426,606
2776,2014,2,8,5,1366,545
2777,2009,7,29,4,1514,
2778,2011,6,25,5,1456,
2779,2008,1,1,5,1467,
2780,2007,12,1,1,1200,
2781,2008,5,22,2,1778,
2782,2012,2,6,3,1471,
2783,2009,10,43,3,1711,
2784,2008,8,34,5,1622,
2785,2015,3,12,3,1460,547
2786,2013,8,34,2,1469,542
2787,2012,6,25,6,1352,
2788,2013,8,33,1,1416,519
2789,2013,7,30,7,1280,485
2790,2015,11,48,3,1258,717
2791,2011,6,24,6,1356,
2792,2007,4,15,3,1568,
2793,2014,6,24,7,1229,475
2794,2010,6,22,3,1648,
2795,2011,4,13,5,1308,
2796,2007,10,40,6,1464,
2797,2014,7,30,2,1517,587
2798,2007,3,13,2,1596,
2799,2011,5,21,6,1342,
2800,2010,3,10,4,1515,
2801,2006,5,18,6,1380,
2802,2008,6,25,6,1463,
2803,2011,3,11,6,1332,
2804,2015,3,14,1,1270,556
2805,2015,4,16,4,1454,560
2806,2013,5,22,1,1189,420
2807,2009,10,41,5,1506,
2808,2015,7,30,3,1574,618
2809,2012,5,19,5,1510,
2810,2015,5,19,4,1426,684
2811,2007,1,4,7,1290,
2812,2012,6,24,1,1466,
2813,2010,6,23,2,1611,
2814,2010,4,17,2,1584,
2815,2011,10,41,3,1443,
2816,2008,5,20,2,1606,
2817,2013,4,17,7,1187,440
2818,2007,8,32,4,1674,
2819,2008,5,22,4,1560,
2820,2012,7,28,4,1615,577
2821,2015,12,50,2,1345,618
2822,2008,12,52,5,1295,
2823,2007,1,4,1,1428,
2824,2010,2,7,4,1384,
2825,2007,1,1,4,1712,
2826,2013,2,6,6,879,403
2827,2006,5,20,6,1342,
2828,2011,11,44,3,1470,
2829,2011,8,31,5,1474,
2830,2015,3,13,2,1285,601
2831,2014,10,43,2,1498,607
2832,2015,8,33,7,1341,552
2833,2015,5,22,5,1401,813
2834,2010,9,38,2,1511,
2835,2010,9,37,1,1332,
2836,2012,2,6,5,1528,
2837,2012,5,21,1,1307,
2838,2013,1,4,7,1068,429
2839,2009,12,51,3,1478,
2840,2014,7,29,7,1340,451
2841,2014,7,27,7,1311,451
2842,2010,11,44,2,1261,
2843,2009,1,4,3,1451,
2844,2009,4,15,5,1405,
2845,2007,12,52,4,1392,
2846,2008,4,14,5,1495,
2847,2010,11,46,2,1444,
2848,2014,10,42,1,1242,451
2849,2012,7,29,7,1345,498
2850,2006,2,5,6,1335,
2851,2013,12,51,5,1428,674
2852,2008,4,16,7,1160,
2853,2009,8,35,5,1412,
2854,2008,5,21,7,1195,
2855,2015,7,28,5,1331,709
2856,2012,5,20,6,1342,
2857,2015,12,49,7,1148,485
2858,2009,9,38,5,1588,
2859,2009,7,28,7,1145,
2860,2007,11,46,5,1511,
2861,2015,2,6,4,1232,569
2862,2010,4,16,5,1585,
2863,2009,12,50,2,1493,
2864,2011,12,52,2,1294,
2865,2014,10,42,7,1275,483
2866,2014,3,10,6,1414,515
2867,2007,10,41,5,1604,
2868,2014,9,38,6,1509,594
2869,2007,7,27,2,1565,
2870,2011,9,39,2,1548,
2871,2006,8,32,1,1632,
2872,2011,2,5,7,978,
2873,2010,6,23,4,1578,
2874,2013,5,20,7,1096,544
2875,2009,12,50,4,1485,
2876,2012,2,7,6,1338,
2877,2007,8,32,2,1695,
2878,2006,5,19,1,1587,
2879,2011,10,43,5,1352,
2880,2009,7,30,1,1552,
2881,2014,11,46,2,1369,493
2882,2010,11,47,1,1397,
2883,2011,3,10,3,1483,
2884,2014,5,19,3,1538,603
2885,2008,7,29,5,1587,
2886,2008,7,30,6,1439,
2887,2008,12,49,6,1295,
2888,2012,5,18,6,1345,
2889,2012,10,41,4,1490,657
2890,2013,9,37,2,1403,629
2891,2007,3,12,5,1591,
2892,2012,4,14,7,1003,
2893,2013,4,18,2,1458,576
2894,2011,6,25,3,1553,
2895,2009,2,7,5,1493,
2896,2011,9,36,1,1220,
2897,2012,2,5,6,1388,
2898,2008,10,40,3,1582,
2899,2007,8,31,5,1633,
2900,2010,11,47,7,1215,
2901,2014,3,13,1,1290,547
2902,2013,8,35,5,1481,599
2903,2009,7,31,2,1641,
2904,2015,12,50,4,1383,668
2905,2007,5,18,5,1565,
2906,2011,3,9,6,1369,
2907,2006,8,34,5,1507,
2908,2011,9,37,2,1426,
2909,2006,11,48,2,1632,
2910,2014,5,22,4,1650,662
2911,2014,5,18,4,1419,650
2912,2009,12,51,5,1356,
2913,2013,8,35,3,1465,482
2914,2011,8,31,3,1470,
2915,2012,11,46,4,1389,623
2916,2014,1,5,3,1279,649
2917,2007,11,46,3,1588,
2918,2014,10,43,1,1457,591
2919,2007,4,17,6,1395,
2920,2011,8,32,7,950,
2921,2010,9,36,7,1216,
2922,2006,4,16,6,1157,
2923,2011,3,12,4,1479,
2924,2014,3,11,6,1505,519
2925,2012,10,41,3,1511,640
2926,2010,4,16,6,1389,
2927,2013,2,7,6,1307,449
2928,2007,2,7,6,1163,
2929,2012,8,34,4,1584,574
2930,2011,7,27,1,1145,
2931,2008,10,43,5,1609,
2932,2013,6,23,4,1390,605
2933,2006,9,39,4,1734,
2934,2008,5,20,1,1388,
2935,2010,8,33,1,1421,
2936,2006,5,18,5,1639,
2937,2011,4,17,2,1478,
2938,2012,4,17,5,1546,
2939,2007,10,43,2,1854,
2940,2014,3,12,5,1440,589
2941,2011,11,47,5,1420,
2942,2010,11,44,1,1415,
2943,2013,8,34,1,1429,462
2944,2006,2,6,2,1582,
2945,2013,4,15,4,1479,517
2946,2011,8,32,3,1553,
2947,2008,4,14,6,1343,
2948,2011,11,47,1,1446,
2949,2015,6,26,3,1437,777
2950,2007,10,40,3,1700,
2951,2015,8,33,4,1563,714
2952,2011,9,36,6,1301,
2953,2006,5,20,1,1524,
2954,2013,4,17,4,1488,583
2955,2015,3,9,7,914,693
2956,2011,2,5,4,1358,
2957,2008,5,18,7,1186,
2958,2013,9,38,2,1459,627
2959,2014,2,9,5,1276,655
2960,2014,11,46,5,1284,651
2961,2009,12,50,1,1407,
2962,2011,6,24,3,1650,
2963,2014,10,44,4,1414,626
2964,2011,9,39,1,1559,
2965,2007,9,39,3,1653,
2966,2013,8,33,2,1490,552
2967,2015,5,20,6,1268,649
2968,2014,3,10,1,1188,439
2969,2012,7,28,7,1323,494
2970,2010,9,39,2,1597,
2971,2010,4,17,1,1234,
2972,2013,2,6,1,1193,553
2973,2007,6,25,6,1504,
2974,2006,3,10,3,1583,
2975,2006,9,38,7,1431,
2976,2009,7,29,7,1356,
2977,2008,11,48,5,1368,
2978,2010,10,43,7,1195,
2979,2012,4,15,3,1380,
2980,2007,8,33,6,1381,
2981,2008,2,8,2,1478,
2982,2006,7,29,6,1371,
2983,2008,1,1,6,1439,
2984,2014,6,23,3,1530,582
2985,2013,4,14,7,1103,451
2986,2013,5,19,7,1181,527
2987,2011,11,44,4,1509,
2988,2012,5,21,2,1611,
2989,2015,12,49,2,1281,746
2990,2009,5,20,4,1464,
2991,2015,4,16,7,1216,471
2992,2013,3,11,3,1506,636
2993,2006,5,19,2,1624,
2994,2014,10,41,7,1262,473
2995,2007,8,34,1,1515,
2996,2006,4,13,7,1232,
2997,2012,5,22,3,1616,
2998,2013,9,39,1,1431,661
2999,2007,2,8,1,1137,
3000,2015,1,3,3,1305,506
3001,2012,11,46,7,1142,446
3002,2007,4,14,3,1303,
3003,2010,3,12,1,1217,
3004,2015,11,45,7,1136,472
3005,2014,7,29,2,1333,587
3006,2008,10,42,6,1384,
3007,2010,8,32,2,1553,
3008,2014,1,1,6,1021,418
3009,2006,11,44,3,1889,
3010,2011,7,28,2,1636,
3011,2013,12,51,6,1376,594
3012,2010,9,38,1,1433,
3013,2006,12,52,4,1446,
3014,2007,6,24,1,1637,
3015,2013,5,21,1,1385,657
3016,2012,4,16,6,1401,
3017,2014,10,42,2,1585,696
3018,2014,9,39,2,1492,592
3019,2010,4,14,4,1588,
3020,2011,4,13,6,1395,
3021,2012,5,19,2,1628,
3022,2011,11,46,6,1368,
3023,2008,4,16,4,1519,
3024,2010,11,46,7,1177,
3025,2015,8,32,7,1280,489
3026,2008,2,9,5,1378,
3027,2014,5,19,6,1375,549
3028,2014,9,36,3,1612,580
3029,2007,7,29,3,1447,
3030,2010,3,10,7,996,
3031,2009,9,36,4,1511,
3032,2015,10,43,4,1411,666
3033,2009,12,51,6,1079,
3034,2014,2,8,6,1423,587
3035,2007,11,48,2,1653,
3036,2015,5,19,3,1462,568
3037,2014,3,11,2,1400,510
3038,2011,12,51,4,1487,
3039,2007,6,26,5,1503,
3040,2013,2,7,2,1493,498
3041,2013,9,36,6,1426,585
3042,2008,7,29,6,1387,
3043,2007,1,4,4,1489,
3044,2014,7,28,1,1426,613
3045,2011,7,29,5,1404,
3046,2015,12,51,4,1243,745
3047,2015,12,50,7,1261,548
3048,2008,3,11,6,1373,
3049,2012,4,14,4,1441,
3050,2010,1,4,3,1501,
3051,2010,2,7,7,1179,
3052,2014,4,17,3,1525,536
3053,2012,5,18,5,1536,
3054,2015,6,26,7,1089,535
3055,2008,12,52,6,1275,
3056,2006,11,48,1,1590,
3057,2010,6,23,1,1469,
3058,2012,6,24,2,1466,
3059,2013,2,8,7,1181,426
3060,2014,9,38,5,1531,647
3061,2009,4,15,6,1206,
3062,2006,5,20,5,1440,
3063,2008,4,17,7,1188,
3064,2006,6,23,3,1425,
3065,2009,9,38,2,1515,
3066,2011,9,37,5,1415,
3067,2009,9,39,5,1565,
3068,2006,11,44,7,1200,
3069,2013,10,40,7,1335,404
3070,2011,3,11,3,1437,
3071,2014,11,46,1,1439,560
3072,2011,10,40,3,1511,
3073,2015,10,42,7,1098,551
3074,2012,3,12,3,1586,
3075,2007,9,39,7,1314,
3076,2007,3,9,7,1250,
3077,2015,7,31,3,1578,629
3078,2013,8,33,6,1329,504
3079,2014,11,45,6,1326,543
3080,2014,3,10,5,1390,533
3081,2013,1,4,4,1207,554
3082,2007,8,31,6,1367,
3083,2010,4,15,7,1156,
3084,2013,2,6,5,1041,702
3085,2007,6,25,2,1749,
3086,2013,9,37,1,1355,632
3087,2013,5,20,2,1422,565
3088,2010,2,7,3,1279,
3089,2008,7,28,1,1402,
3090,2009,1,5,5,1431,
3091,2010,11,48,1,1402,
3092,2013,10,41,4,1496,559
3093,2013,6,22,7,1230,487
3094,2006,9,38,3,1735,
3095,2007,12,52,1,1164,
3096,2008,6,26,2,1737,
3097,2010,2,8,4,1109,
3098,2006,8,31,3,1545,
3099,2011,7,26,6,1237,
3100,2010,10,43,3,1579,
3101,2011,5,18,2,1511,
3102,2007,3,12,6,1299,
3103,2014,6,23,7,1200,516
3104,2010,11,47,4,796,
3105,2006,2,7,5,1609,
3106,2013,4,14,3,1382,532
3107,2014,1,4,3,1066,498
3108,2008,6,25,5,1619,
3109,2013,3,10,4,1236,535
3110,2012,6,25,5,1441,
3111,2012,2,7,3,1495,
3112,2015,8,32,3,1617,619
3113,2008,1,2,3,1607,
3114,2011,10,43,6,1110,
3115,2010,5,19,6,1341,
3116,2006,7,30,3,1735,
3117,2013,9,39,5,1519,553
3118,2011,5,21,1,1476,
3119,2008,7,30,5,1590,
3120,2014,4,17,7,1252,449
3121,2014,12,51,3,1377,554
3122,2009,12,49,2,1480,
3123,2008,2,7,3,1266,
3124,2007,8,35,2,1625,
3125,2009,10,41,6,1390,
3126,2008,10,42,2,1657,
3127,2014,3,13,2,1358,474
3128,2008,8,34,6,1343,
3129,2013,8,32,5,1484,579
3130,2015,5,21,5,1415,727
3131,2007,6,24,5,1582,
3132,2012,4,16,2,1592,
3133,2008,6,26,6,1370,
3134,2008,7,27,2,1609,
3135,2008,12,51,5,1118,
3136,2014,7,30,7,1427,476
3137,2008,6,27,1,1485,
3138,2013,7,30,4,1615,506
3139,2014,6,24,4,1602,561
3140,2011,9,35,7,1234,
3141,2009,2,6,3,1370,
3142,2007,3,13,1,1539,
3143,2014,4,15,7,1230,482
3144,2015,11,48,4,800,383
3145,2011,4,14,3,1496,
3146,2007,1,1,7,1252,
3147,2014,1,3,4,1491,521
3148,2008,5,19,4,1624,
3149,2009,5,21,3,1629,
3150,2014,4,14,4,1408,592
3151,2010,10,39,5,1408,
3152,2011,9,38,6,1308,
3153,2007,2,9,2,1508,
3154,2007,12,48,7,1080,
3155,2015,3,12,6,1185,506
3156,2010,8,34,4,1484,
3157,2011,5,20,2,1372,
3158,2009,4,18,3,1650,
3159,2015,5,19,7,1143,549
3160,2009,1,3,3,1475,
3161,2008,5,21,2,1437,
3162,2015,3,13,1,1152,586
3163,2012,7,29,4,1558,522
3164,2009,9,37,5,1242,
3165,2012,2,8,6,1253,
3166,2009,6,26,7,1281,
3167,2008,12,49,3,1525,
3168,2012,10,41,7,1214,517
3169,2008,7,29,2,1582,
3170,2011,5,20,6,1366,
3171,2008,10,43,1,1513,
3172,2015,5,22,6,1401,622
3173,2008,7,31,4,1559,
3174,2009,7,28,4,1556,
3175,2010,10,42,4,1610,
3176,2013,2,9,4,1409,517
3177,2010,9,37,4,1426,
3178,2012,4,17,1,1404,
3179,2012,11,48,3,1439,512
3180,2012,2,5,5,1423,
3181,2013,7,31,3,1555,553
3182,2008,6,24,4,1624,
3183,2006,8,35,3,1547,
3184,2011,12,52,1,1019,
3185,2008,12,52,2,1335,
3186,2013,2,8,3,1340,510
3187,2009,7,31,1,1463,
3188,2013,5,18,4,1458,585
3189,2007,11,47,3,1480,
3190,2010,3,13,2,1128,
3191,2014,6,25,7,1261,477
3192,2006,6,23,7,1257,
3193,2011,9,36,2,1252,
3194,2009,9,39,1,1502,
3195,2008,8,31,5,1590,
3196,2013,10,40,3,1598,647
3197,2014,1,2,5,1378,667
3198,2009,8,35,6,1311,
3199,2013,9,38,6,1416,546
3200,2014,2,9,1,1252,569
3201,2015,10,42,3,1489,658
3202,2008,8,33,3,1621,
3203,2006,11,45,4,1688,
3204,2006,3,9,6,1263,
3205,2007,5,18,6,1369,
3206,2015,5,20,2,1464,683
3207,2008,12,50,2,1536,
3208,2011,12,50,7,1014,
3209,2008,7,28,5,1620,
3210,2006,5,21,2,1739,
3211,2012,8,35,3,1544,550
3212,2008,10,40,6,1340,
3213,2015,2,6,7,1053,394
3214,2014,7,31,4,1532,626
3215,2014,10,40,4,1516,558
3216,2011,4,16,5,1339,
3217,2009,8,32,3,1655,
3218,2008,11,48,1,1408,
3219,2007,10,42,5,1608,
3220,2012,4,15,7,1256,
3221,2010,3,11,4,1612,
3222,2006,8,32,2,1762,
3223,2013,4,18,1,1339,597
3224,2011,9,37,1,1343,
3225,2015,4,16,3,1582,595
3226,2013,3,11,7,1175,426
3227,2013,4,16,7,1196,471
3228,2014,7,27,4,1484,740
3229,2013,8,35,6,1387,480
3230,2007,8,34,5,1560,
3231,2015,1,2,4,1035,573
3232,2011,5,21,5,1523,
3233,2013,5,22,4,1415,685
3234,2009,12,49,6,1237,
3235,2007,2,8,5,1329,
3236,2015,1,3,7,995,960
3237,2012,11,46,3,1394,625
3238,2015,7,28,6,1283,597
3239,2007,7,27,1,1554,
3240,2015,3,14,2,1257,628
3241,2015,11,45,3,1565,672
3242,2009,1,1,5,1370,
3243,2013,1,5,3,1394,497
3244,2013,8,32,1,1360,544
3245,2015,5,21,1,1493,566
3246,2007,10,44,1,1442,
3247,2014,11,47,2,1254,711
3248,2009,10,42,3,1616,
3249,2010,11,45,2,1463,
3250,2014,5,22,3,1549,538
3251,2006,2,5,3,1562,
3252,2008,10,41,1,1421,
3253,2012,7,27,2,1547,664
3254,2012,5,20,5,1584,
3255,2009,1,4,4,1485,
3256,2010,6,22,6,1418,
3257,2012,5,19,6,1395,
3258,2009,7,30,2,1518,
3259,2011,11,46,2,1474,
3260,2011,7,27,5,1475,
3261,2011,11,45,5,1344,
3262,2011,5,19,5,1591,
3263,2006,5,21,6,1336,
3264,2007,8,32,1,1578,
3265,2007,7,27,5,1518,
3266,2009,9,38,6,1392,
3267,2006,8,33,5,1545,
3268,2009,5,21,7,1165,
3269,2007,7,29,7,1423,
3270,2014,11,47,6,1286,511
3271,2014,2,8,2,1271,518
3272,2009,8,31,6,1367,
3273,2015,2,6,3,1270,585
3274,2007,11,45,5,1535,
3275,2011,3,9,5,1442,
3276,2010,6,25,3,1574,
3277,2006,10,41,6,1304,
3278,2011,1,1,6,1081,
3279,2012,9,39,5,1470,703
3280,2010,12,51,2,1356,
3281,2014,12,49,4,1202,606
3282,2015,1,5,6,1062,526
3283,2010,1,3,5,1606,
3284,2012,4,15,6,1203,
3285,2010,1,3,3,1621,
3286,2008,3,10,4,1568,
3287,2009,10,44,2,1456,
3288,2015,3,11,2,1397,584
3289,2014,8,33,2,1517,491
3290,2015,6,25,7,1210,620
3291,2011,10,42,4,1563,
3292,2006,12,49,6,1272,
3293,2009,2,8,6,1318,
3294,2015,4,16,2,1387,541
3295,2013,3,11,6,1248,521
3296,2009,9,36,5,1503,
3297,2014,12,52,3,851,519
3298,2007,8,34,4,1640,
3299,2014,12,52,5,978,446
3300,2013,10,43,3,1457,558
3301,2012,10,40,7,1183,481
3302,2014,4,17,2,1429,459
3303,2012,10,40,1,1327,555
3304,2009,11,45,2,1367,
3305,2009,12,49,7,1097,
3306,2007,2,8,4,1415,
3307,2006,4,14,5,1559,
3308,2015,1,3,6,1157,495
3309,2011,8,32,2,1414,
3310,2006,1,1,5,1563,
3311,2012,3,11,5,1414,
3312,2012,8,33,6,1326,540
3313,2007,12,50,2,1585,
3314,2011,8,34,4,1513,
3315,2014,1,3,5,1487,589
3316,2009,4,16,6,1348,
3317,2006,11,44,6,1287,
3318,2010,7,28,4,1578,
3319,2008,11,45,1,1375,
3320,2014,5,22,2,1540,645
3321,2010,2,6,1,1239,
3322,2007,7,30,1,1412,
3323,2014,5,20,2,1552,560
3324,2009,1,4,5,1497,
3325,2009,5,22,5,1573,
3326,2011,11,46,3,1355,
3327,2010,9,35,7,1332,
3328,2008,11,47,5,1569,
3329,2006,7,28,4,1684,
3330,2009,5,21,6,1400,
3331,2008,10,44,1,1539,
3332,2014,6,23,2,1495,663
3333,2013,10,41,1,1424,618
3334,2014,11,47,7,1204,425
3335,2015,10,43,1,1293,667
3336,2007,9,38,1,1536,
3337,2015,9,39,6,1320,557
3338,2008,1,5,3,1454,
3339,2013,11,48,1,1338,710
3340,2011,3,12,5,1484,
3341,2013,10,42,6,1304,471
3342,2012,11,45,1,1083,479
3343,2012,10,41,2,1489,570
3344,2009,11,46,3,1477,
3345,2008,11,47,3,1538,
3346,2013,3,12,5,1328,604
3347,2014,8,33,4,1617,625
3348,2015,10,40,6,1124,556
3349,2008,10,43,4,1489,
3350,2006,4,13,6,1359,
3351,2008,8,35,4,1622,
3352,2013,12,50,4,1290,648
3353,2015,7,29,4,1558,686
3354,2015,10,44,6,1262,357
3355,2006,11,47,5,1319,
3356,2011,1,3,6,1184,
3357,2015,1,4,5,1334,598
3358,2012,4,14,1,1453,
3359,2011,5,20,3,1480,
3360,2010,2,7,2,1120,
3361,2015,3,10,1,1160,650
3362,2006,3,12,2,1621,
3363,2012,9,36,6,1388,598
3364,2006,9,39,1,1759,
3365,2015,6,26,2,1512,702
3366,2013,1,1,6,1267,389
3367,2015,2,7,1,1084,547
3368,2007,3,10,7,1178,
3369,2015,4,17,1,1221,630
3370,2013,3,10,1,1175,597
3371,2009,2,9,3,1533,
3372,2015,4,17,7,1210,477
3373,2010,12,50,1,1316,
3374,2015,4,15,5,1225,486
3375,2009,5,18,5,1518,
3376,2013,6,24,6,1430,596
3377,2013,12,52,2,1129,515
3378,2006,1,2,6,1306,
3379,2007,4,16,4,1683,
3380,2014,11,46,4,1269,696
3381,2013,2,5,5,1440,574
3382,2012,11,47,1,1317,585
3383,2008,3,13,1,1399,
3384,2015,4,18,4,1474,640
3385,2012,11,47,7,997,415
3386,2007,9,39,2,1753,
3387,2015,6,23,5,1448,691
3388,2007,12,51,7,1230,
3389,2011,8,35,1,1328,
3390,2010,7,29,5,1463,
3391,2015,6,23,3,1439,658
3392,2015,5,20,7,1213,543
3393,2010,7,29,3,1545,
3394,2011,9,37,4,1382,
3395,2006,4,17,4,1588,
3396,2006,6,26,5,1395,
3397,2015,11,46,3,1390,530
3398,2006,9,38,6,1428,
3399,2011,8,33,1,1453,
3400,2006,12,50,5,1550,
3401,2010,10,43,6,1253,
3402,2014,5,20,4,1483,659
3403,2012,12,51,6,1185,542
3404,2007,7,28,7,1271,
3405,2009,10,44,4,1473,
3406,2011,6,22,6,1435,
3407,2007,7,28,1,1505,
3408,2015,3,11,4,1403,586
3409,2011,2,7,7,1049,
3410,2011,8,33,7,1289,
3411,2013,4,14,6,1238,531
3412,2009,8,34,4,1639,
3413,2011,11,44,5,1458,
3414,2009,4,14,4,1485,
3415,2009,12,52,4,960,
3416,2014,2,7,2,1263,636
3417,2014,2,7,4,898,447
3418,2013,11,44,5,1581,710
3419,2007,3,11,2,1605,
3420,2015,8,32,6,1408,545
3421,2009,11,48,1,1426,
3422,2015,11,46,5,1353,677
3423,2015,9,38,3,1448,747
3424,2013,11,47,6,1415,535
3425,2009,5,19,6,1436,
3426,2008,3,12,2,1532,
3427,2008,9,36,2,1583,
3428,2007,7,27,4,1702,
3429,2015,11,45,6,1314,499
3430,2007,5,19,4,1635,
3431,2008,10,42,7,1218,
3432,2011,8,34,2,1597,
3433,2012,9,37,3,1571,650
3434,2008,6,24,5,1659,
3435,2015,10,41,3,1505,668
3436,2010,2,6,7,941,
3437,2006,9,37,5,1437,
3438,2006,10,43,6,1288,
3439,2012,5,19,3,1568,
3440,2010,5,21,1,1510,
3441,2010,12,49,2,1390,
3442,2015,2,5,7,991,361
3443,2012,11,46,2,1273,648
3444,2015,6,27,1,1383,662
3445,2014,8,35,2,1480,608
3446,2006,12,51,6,1286,
3447,2006,5,21,3,1615,
3448,2011,2,9,1,1279,
3449,2012,6,22,5,1535,
3450,2013,3,9,6,1254,474
3451,2010,1,2,2,1447,
3452,2012,12,52,5,1314,557
3453,2009,6,25,7,1124,
3454,2007,7,29,2,1706,
3455,2012,12,52,3,1060,531
3456,2012,10,42,7,1209,426
3457,2013,6,25,3,1473,622
3458,2012,3,11,3,1562,
3459,2006,1,3,3,1522,
3460,2015,1,1,6,931,456
3461,2015,8,35,5,1522,609
3462,2013,2,8,6,1250,521
3463,2010,5,18,4,1639,
3464,2007,9,38,7,1485,
3465,2009,3,11,6,1359,
3466,2015,5,19,2,1411,637
3467,2014,3,11,3,1399,515
3468,2013,2,7,3,1432,568
3469,2011,11,48,1,1446,
3470,2009,10,40,4,1486,
3471,2006,6,25,2,1820,
3472,2007,6,23,5,1542,
